Country Name,Country Code,Series Name,Series Code,1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Timor-Leste,TLS,Gross domestic savings (current US$),NY.GDS.TOTL.CD,5450662.687,8076556.635,5647000,6498000,5643650,7354638.483,8211400.502,8672300,9811619.044,18852.28951,13899.26586,18533.16216,17710,20579.37613,23600,23681.02919,24627.21394,24312.78615,25091.6666,-443542300,-566096900,-642616000,-423134900,-331852300,-206206300,-309848900,-489076300,-552740100,-657804100,-657493800,-600706700,-629319300,-372326500,-440698800,-270777800,-232109600,-288167000,-358388900,-28635000,109165100,1506755600,776745800,-477722700,-824733484.6,94793.21557
Timor-Leste,TLS,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,5450662.687,8076556.635,5647000,6498000,5643650,7354638.483,8211400.502,8672300,9811619.044,18852.28951,13899.26586,18533.16216,17710,20579.37613,23600,23681.02919,24627.21394,24312.78615,25091.6666,25248.22062,25711.58815,29064.29806,8000000,7000000,8000000,8000000,8000000,13000000,8000000,16000000,13000000,31000000,18000000,15000000,18000000,20000000,23000000,45000000,154000000,264000000,615000000,472000000,164000000,86000000,103000000
Timor-Leste,TLS,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,5450662.687,8076556.635,5647000,6498000,5643650,7354638.483,8211400.502,8672300,9811619.044,18852.28951,13899.26586,18533.16216,17710,20579.37613,23600,23681.02919,24627.21394,24312.78615,25091.6666,25248.22062,25711.58815,29064.29806,130000000,146000000,109000000,101000000,183000000,269000000,295000000,246000000,319000000,664000000,843000000,858000000,578000000,547000000,554000000,520000000,591000000,625000000,873000000,933000000,904000000,978000000,979000000
Timor-Leste,TLS,Trade (% of GDP),NE.TRD.GNFS.ZS,5450662.687,8076556.635,5647000,6498000,5643650,7354638.483,8211400.502,8672300,9811619.044,18852.28951,13899.26586,18533.16216,17710,20579.37613,23600,23681.02919,24627.21394,24312.78615,25091.6666,175.6484648,166.7434153,180.4037443,122.3119649,107.3308196,74.67125131,98.87571938,128.7608922,135.2507603,157.6864486,134.4005217,140.7663496,128.5004933,79.63412483,82.73577734,60.07692093,60.31062176,58.63475078,64.81918312,70.61424406,84.7503111,99.86000094,97.62110882,89.3046491,95.44850301,94793.21557
Timor-Leste,TLS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,5450662.687,8076556.635,5647000,6498000,5643650,7354638.483,8211400.502,8672300,9811619.044,26.63071107,27.71248417,31.91249229,33.43040195,34.39082798,35.44387803,38.33613068,38.42470026,39.9143409,42.78226658,44.06526223,49.27282835,51.93715175,55.4691075,49.65309903,50.5654634,51.76922404,56.15796787,60.23321899,61.29641113,68.0168369,75.88343032,80.55820407,93.96531922,93.28120367,99.99999371,100.1413608,99.92826051,98.5665431,103.6567988,83.72706566,133.1927476,148.3340709,117.448266,115.9022394,110.4686651
Timor-Leste,TLS,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,5450662.687,8076556.635,5647000,6498000,5643650,7354638.483,8211400.502,8672300,9811619.044,26.63071107,27.71248417,31.91249229,33.43040195,34.39082798,35.44387803,38.33613068,38.42470026,39.9143409,42.78226658,44.06526223,49.27282835,51.93715175,55.4691075,49.65309903,50.5654634,51.76922404,56.15796787,60.23321899,61.29641113,68.0168369,75.88343032,80.55820407,93.96531922,93.28120367,99.99999371,100.1413608,99.92826051,98.5665431,103.6567988,83.72706566,133.1927476,148.3340709,117.448266,115.9022394,110.4686651
Timor-Leste,TLS,Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,5450662.687,8076556.635,5647000,6498000,5643650,7354638.483,8211400.502,8672300,9811619.044,18852.28951,13899.26586,18533.16216,17710,20579.37613,23600,23681.02919,24627.21394,24312.78615,25091.6666,321279100,392460500,418521400,412034600,429424300,425134500,389643700,460894000,477528100,542049700,629594300,708023400,812762300,898001900,937692900,923691800,960343400,998466900,1032447900,1101377600,1091554300,1096212700,1369491200,1456861000,1560318400,94793.21557
Timor-Leste,TLS,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,5450662.687,8076556.635,5647000,6498000,5643650,7354638.483,8211400.502,8672300,9811619.044,18852.28951,13899.26586,18533.16216,17710,20579.37613,23600,23681.02919,24627.21394,24312.78615,25091.6666,254.4123406,248.7993216,264.7948528,208.5798216,192.3819571,160.3983187,180.4170806,208.7669866,216.5579171,239.3538072,217.2712659,227.9547652,214.2548436,168.4649381,173.5921793,153.9763063,153.997776,153.8167345,158.956126,128.1856037,111.4178816,72.83442486,86.39723825,143.4584602,174.3148615,94793.21557
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1359026709,1160337039,1081387265,1014170069,1076604520,1498219579,1763978066,1947208354,1910635575,2299665506,2262767860,2390796916,1741944426,1387662121,1849110468,2069506014,2116818623,2241650112,2226577204,2106848752,2093498674,2410199032,2987984051,3191561509,3221910408,3320907722,3759962853,4578847113,4721888275,4746386893,5422439152,5413541649,6021729630,6393314708,5755457836,6071167584,6387424240,7029215766,6992942459,7486031562,8541668141,8646453099,9723300577,10643440332,11889949067
Togo,TGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.315186078,-3.582402546,-5.414007785,5.555555041,5.555552164,1.586504315,0.510162181,6.64236977,4.060021684,-0.243656134,-0.699967495,-3.980686814,-15.09582748,14.98241434,7.845832323,8.83621163,14.37737757,-2.29987657,2.481751438,-0.78347961,0.823438752,3.826622577,6.720171423,-0.978665333,-4.666299384,2.650132099,-1.1751369,4.035613154,5.453810969,5.854333991,5.823256221,6.302714269,5.824250693,5.633237391,5.468041381,4.214903874,4.007912596,4.795183331,4.919492605,2.159001312,5.135629291,6.29443692,6.197629694,6.526513768,6.310326716
